Google,http://www.google.com,2.77e-01
Microsoft,http://www.microsoft.com,2.78e-01
Go,http://go.dev,1.22e+00
Google,http://www.google.com,5120895418215213p-54
Microsoft,http://www.microsoft.com,6130842046171855p-54
Go,http://go.dev,5502593501033372p-53
